Time,Workload,Kafka Data Latency,Kafka Execution Latency,Mach Data Latency,Mach Execution Latency,ES Data Latency,ES Execution Latency
,,,,,,2456.948786,0.085897471
,,,,,,2730.0308,0.050081434
,,,,,,3111.2464,0.040051046
,,,,,,2997.478421,0.04188964
,,,,,,3673.774804,0.072680052
,,,,,,2327.642013,0.016486452
,,,,,,3824.709077,0.562416726
,,,,,,2311.498197,0.458362894
,,,,,,3762.018451,0.081298565
,,,,,,3238.189259,0.079886572
,,,,,,3016.933275,0.012825811
,,,,,,3741.201386,0.082448758
,,,,,,2386.02466,0.047640899
,,,,,,2373.665254,0.013690726
,,,,,,3113.767083,0.050585008
,,,,,,3831.348997,0.947982232
,,,,,,3213.121374,0.018124693
,,,,,,3815.020042,0.036691157
,,,,,,3289.652405,0.014794118
,,,,,,3278.65813,0.143857524
,,,,,,2934.534932,0.058592427
,,,,,,3167.62069,0.089150134
,,,,,,3644.46774,0.065140805
,,,,,,2921.214586,0.070081028
,,,,,,2298.000801,0.011677689
,,,,,,3744.267142,0.148234099
,,,,,,3560.551896,0.080304865
,,,,,,2279.547483,0.129376289
,,,,,,2575.078808,0.011275008
,,,,,,3019.658744,0.12109099
,,,,,,2549.34003,0.223783601
,,,,,,3016.600712,0.093893799
,,,,,,3592.256447,0.114166626
,,,,,,3176.315793,0.032178516
,,,,,,2997.315751,0.015502363
,,,,,,2210.801707,0.204204687
,,,,,,2198.307383,0.620901585
,,,,,,2196.951333,0.078417495
,,,,,,2806.74737,0.057540669
,,,,,,3490.549681,0.062623191
,,,,,,3446.654817,0.152344798
,,,,,,2994.611808,0.061553653
,,,,,,2158.920144,0.040952484
,,,,,,3602.072206,0.535558418
,,,,,,3411.329469,0.026432343
,,,,,,3095.304385,0.017327451
,,,,,,3608.218399,0.678310287
,,,,,,2179.182645,0.019454963
,,,,,,2432.469016,0.463088561
,,,,,,3598.614234,0.085283964
,,,,,,3498.088162,0.183142142
,,,,,,2404.088349,0.130372893
,,,,,,2910.372968,0.049052793
,,,,,,2955.288403,0.024785721
,,,,,,2384.460109,0.014321764
,,,,,,2105.039316,0.032989175
,,,,,,3460.848927,0.194147082
,,,,,,2694.909363,0.066981929
,,,,,,2926.215488,0.013384241
,,,,,,2069.661027,0.127336663
,,,,,,2060.847001,0.01034788
,,,,,,3422.580353,0.687245471
,,,,,,2041.861791,0.151427439
,,,,,,3417.19839,0.154162656
,,,,,,2030.717023,0.01145272
,,,,,,2020.565842,0.012035113
,,,,,,2873.229661,0.014122905
,,,,,,1905.146369,0.025028194
,,,,,,3451.327248,0.046067278
,,,,,,1992.897975,0.009987813
,,,,,,3295.578314,0.017984725
,,,,,,2972.254439,0.043055659
,,,,,,2753.345962,0.093005112
,,,,,,1953.589228,0.02624551
,,,,,,1844.08467,0.074433433
,,,,,,2726.346187,0.109689249
,,,,,,2541.432442,0.046964857
,,,,,,2535.389163,0.026515511
,,,,,,3179.172639,0.165927327
,,,,,,2785.294508,0.022883211
,,,,,,3272.565429,0.768948162
,,,,,,2573.599813,0.021253288
,,,,,,3154.159669,0.05604127
,,,,,,1930.027139,0.102939361
,,,,,,1899.914661,0.101902963
,,,,,,3171.651024,0.116306979
,,,,,,2193.556668,0.008670039
,,,,,,2169.154147,0.010440592
,,,,,,3307.592221,0.044580966
,,,,,,2710.208206,0.094264915
,,,,,,1753.78924,0.155413636
,,,,,,3225.281123,0.039655924
,,,,,,2680.423294,0.084383966
,,,,,,3101.588336,0.873437531
,,,,,,1841.840355,0.011165354
,,,,,,3249.834347,0.083607675
,,,,,,1810.532316,0.107878053
,,,,,,2672.432806,0.083588127
,,,,,,1791.344291,0.070377364
,,,,,,2657.728642,0.055861497
,,,,,,1776.874713,0.125586831
,,,,,,2413.390729,0.044748221
,,,,,,1763.547672,0.06213628
,,,,,,1645.838508,0.022942435
,,,,,,1751.117197,0.048336057
,,,,,,3018.546299,0.097692436
,,,,,,2998.757779,0.085237855
,,,,,,3110.077525,0.367008485
,,,,,,2739.429641,0.039591558
,,,,,,1595.419183,0.031065968
,,,,,,2967.223466,0.15919991
,,,,,,3115.55032,0.48745241
,,,,,,2698.968314,0.146787807
,,,,,,2334.952897,0.013048362
,,,,,,1685.559781,0.042896161
,,,,,,1668.934428,0.087766477
,,,,,,1979.814318,0.084397412
,,,,,,3032.486243,0.109755947
,,,,,,2912.812056,0.689214244
,,,,,,3052.306369,0.123776455
,,,,,,3043.294366,1.073100936
,,,,,,2517.070274,0.065757745
,,,,,,1962.56555,0.0825326
,,,,,,1649.55249,0.068666341
,,,,,,2663.895988,0.015189174
,,,,,,1516.232295,0.115463906
,,,,,,1607.463821,0.009020079
,,,,,,1505.189514,0.051355613
,,,,,,1600.526221,0.650864754
,,,,,,2263.673548,0.013677778
,,,,,,1596.436593,0.012994108
,,,,,,2461.808071,0.62411498
,,,,,,2238.22975,0.028699912
,,,,,,1576.639357,0.009880459
,,,,,,2959.528266,0.063147599
,,,,,,1557.434899,0.038811548
,,,,,,2571.046953,0.086117285
,,,,,,3024.624536,0.065470224
,,,,,,2404.881813,0.097687465
,,,,,,2547.653997,0.064977983
,,,,,,2531.974807,0.134087329
,,,,,,2776.086792,0.086413358
,,,,,,2907.758557,0.096090651
,,,,,,2763.785985,0.108000422
,,,,,,1809.565986,0.058990548
,,,,,,2498.401008,0.432118928
,,,,,,1788.777576,0.027834736
,,,,,,1452.373274,0.082147732
,,,,,,1780.588813,0.09700472
,,,,,,2458.897767,0.059163762
,,,,,,1438.923876,0.11153634
,,,,,,2298.322934,0.120221394
,,,,,,2905.697378,0.087859843
,,,,,,2674.068546,0.166796078
,,,,,,2827.806095,0.069974525
,,,,,,1399.823417,0.038928201
,,,,,,2049.307701,0.05152269
,,,,,,2634.058471,0.222252549
,,,,,,2623.786729,0.115742948
,,,,,,1401.66138,0.157378292
,,,,,,2053.914843,0.056537424
,,,,,,2804.974067,0.130670159
,,,,,,2032.713384,0.030422702
,,,,,,2271.984948,0.041880964
,,,,,,2641.132849,0.019528603
,,,,,,2257.36128,0.049244713
,,,,,,2248.199966,0.059171044
,,,,,,1660.951104,0.065951354
,,,,,,1326.215586,0.017256203
,,,,,,1321.277074,0.034874214
,,,,,,1637.640357,0.146591911
,,,,,,2345.458455,0.061485589
,,,,,,2206.205253,0.018991427
,,,,,,1297.399772,0.064507686
,,,,,,1607.920285,0.078210923
,,,,,,2152.885287,0.074681186
,,,,,,2301.697504,0.126576207
,,,,,,1171.040299,0.097748651
,,,,,,1587.6042,0.051492959
,,,,,,2143.900926,0.164212748
,,,,,,2713.898572,0.115375149
,,,,,,1233.326831,0.050585113
,,,,,,1229.667347,0.046322689
,,,,,,1858.286252,0.014008428
,,,,,,1545.297436,0.051137986
,,,,,,2081.57996,0.060284804
,,,,,,2226.582156,0.102499656
,,,,,,1516.053529,0.100610379
,,,,,,2075.337139,0.033219361
,,,,,,1506.012846,0.049487642
,,,,,,1501.240609,0.075137003
,,,,,,2038.771472,0.045463373
,,,,,,2432.223676,0.14397201
,,,,,,2423.582278,0.163864066
,,,,,,2047.433007,0.082486392
,,,,,,2646.966902,0.053595293
,,,,,,2637.177657,0.046734782
,,,,,,2455.52869,0.465517823
,,,,,,2611.134361,0.081876124
,,,,,,2445.676824,0.187327829
,,,,,,2435.995965,0.078645451
,,,,,,2155.786589,0.127738174
,,,,,,1120.837477,0.012662006
,,,,,,2134.054089,0.103137301
,,,,,,1423.660424,0.044062873
,,,,,,2005.48721,0.847207429
,,,,,,1104.199422,0.014439832
,,,,,,1995.684763,0.453153137
,,,,,,1395.141781,0.012797767
,,,,,,1074.569619,0.028990632
,,,,,,1030.571053,0.058420534
,,,,,,1962.058917,0.077879555
,,,,,,1373.79371,0.010634498
,,,,,,2499.036083,0.147586736
,,,,,,2508.212781,0.041228466
,,,,,,1661.481669,0.112054511
,,,,,,2267.831467,0.192744342
,,,,,,2478.721942,0.076145497
,,,,,,902.7359846,0.214885279
,,,,,,1314.914811,0.012029868
,,,,,,1843.028998,0.061873274
,,,,,,2277.867757,0.111986656
,,,,,,1833.801519,0.082838783
,,,,,,1836.69382,0.089923392
,,,,,,934.0154965,0.024616961
,,,,,,2186.419698,0.539476754
,,,,,,1862.474876,0.084341732
,,,,,,908.5197607,0.048247741
,,,,,,2384.278949,0.507824715
,,,,,,1983.400664,0.104879874
,,,,,,1974.529375,0.755524067
,,,,,,905.7372162,0.015220065
,,,,,,1271.082019,0.041583175
,,,,,,1835.54499,0.097859717
,,,,,,1825.544768,0.159262233
,,,,,,2264.264805,0.172353894
,,,,,,1808.218524,0.116894714
,,,,,,913.1110018,0.056055462
,,,,,,913.0572606,0.023972285
,,,,,,1798.009569,0.15317553
,,,,,,1197.592225,0.015504347
,,,,,,2375.996135,0.200185347
,,,,,,833.3341545,0.010332988
,,,,,,1476.081836,0.075020332
,,,,,,1710.65682,0.050361622
,,,,,,2181.345595,0.252508769
,,,,,,1157.911209,0.080178695
,,,,,,2327.920575,0.072828849
,,,,,,2155.061909,0.213671816
,,,,,,1134.70149,0.016100695
,,,,,,2141.618543,0.215670639
,,,,,,760.0744114,0.040709616
,,,,,,2004.098081,0.10073177
,,,,,,1104.559858,0.082109507
,,,,,,786.296923,0.055446091
,,,,,,1778.85711,0.103332424
,,,,,,723.4339836,0.099128303
,,,,,,631.2748555,0.09882948
,,,,,,1961.091677,0.33771751
,,,,,,1333.881116,0.089148504
,,,,,,1043.917059,0.313055319
,,,,,,2179.514118,0.628090162
,,,,,,2173.129375,0.123316877
,,,,,,582.3986612,0.057955304
,,,,,,1710.884771,0.088268592
,,,,,,561.6639644,0.087979408
,,,,,,2142.550874,0.184878448
,,,,,,2203.695585,0.124826298
,,,,,,2086.748226,0.136636745
,,,,,,1287.419894,0.083941497
,,,,,,2173.629563,0.333242498
,,,,,,977.7833612,0.388473483
,,,,,,1699.497,0.702476245
,,,,,,2120.838663,0.1132045
,,,,,,2041.008741,0.036041974
,,,,,,1670.194413,0.055239372
,,,,,,2104.916601,0.103591008
,,,,,,2028.455271,0.145091376
,,,,,,503.9867123,0.036068047
,,,,,,1641.966795,0.099712905
,,,,,,1878.289032,0.082194083
,,,,,,906.414466,0.068822371
,,,,,,1869.24954,0.073271857
,,,,,,540.6701711,0.010719508
,,,,,,1967.144729,0.116163637
,,,,,,2073.32539,0.033029327
,,,,,,2025.584184,0.114681436
,,,,,,1819.440786,0.10232552
,,,,,,1572.831646,0.024813692
,,,,,,1563.818692,0.026835423
,,,,,,1467.505392,0.015930695
,,,,,,404.0597921,0.008845858
,,,,,,1093.266524,0.064609603
,,,,,,533.9317725,0.056417988
,,,,,,467.6956895,0.261971642
,,,,,,1957.80374,0.059477006
,,,,,,1354.135639,0.01727194
,,,,,,1963.862077,0.176018697
,,,,,,1497.529377,0.03139351
,,,,,,1404.377204,0.098866272
,,,,,,749.0438256,0.084031682
,,,,,,748.6019091,0.070318547
,,,,,,1696.297828,0.142212136
,,,,,,505.3986795,0.011512449
,,,,,,1898.624362,0.165245463
,,,,,,373.3520451,0.241060679
,,,,,,489.7399364,0.010247926
,,,,,,1653.394449,0.067222765
,,,,,,1830.847849,0.123483113
,,,,,,682.9479326,0.145191037
,,,,,,455.1228552,0.048360103
,,,,,,445.1217384,0.046924121
,,,,,,1882.26141,0.153269178
,,,,,,650.6913621,0.05148919
,,,,,,948.3682653,0.015571868
,,,,,,346.7883949,0.086228178
,,,,,,1361.126386,0.040569196
,,,,,,615.6347256,0.071130411
,,,,,,606.5140929,0.06511159
,,,,,,1814.717115,0.155943593
,,,,,,321.8923584,0.175329423
,,,,,,1405.685856,0.197480925
,,,,,,1723.300019,0.032373457
,,,,,,570.0850703,0.059919647
,,,,,,1771.076345,0.390881171
,,,,,,326.2618707,0.095911894
,,,,,,311.2895686,0.055886682
,,,,,,1678.298034,0.120579946
,,,,,,1347.573614,0.054639082
,,,,,,532.6880389,0.056730112
,,,,,,1335.444288,0.736634655
,,,,,,1646.80952,0.616653454
,,,,,,1709.911158,0.354325239
,,,,,,802.0375642,0.296360651
,,,,,,494.9437646,0.06190446
,,,,,,201.3668874,0.050455661
,,,,,,477.9467355,0.013619789
,,,,,,1191.803871,0.063555106
,,,,,,176.6683807,0.009819316
,,,,,,1648.646107,1.593491519
,,,,,,1613.921886,0.143372849
,,,,,,1410.012508,0.081513746
,,,,,,757.6292114,0.023508071
,,,,,,1275.747256,0.071063466
,,,,,,161.5652326,0.612998117
,,,,,,95.53795979,0.079305091
,,,,,,1149.57556,0.055009458
,,,,,,404.9438247,0.010275762
,,,,,,135.4802551,0.008285849
,,,,,,1401.922936,0.104120506
,,,,,,1599.7017,1.360540129
,,,,,,1125.475275,0.682425837
,,,,,,1062.914224,0.065901874
,,,,,,1558.262143,0.055795445
,,,,,,80.77442039,0.007430631
,,,,,,69.86842068,0.008082059
,,,,,,1171.596933,0.087198856
,,,,,,116.6047728,0.009140793
,,,,,,1542.015554,0.05778457
,,,,,,41.60428964,0.027905561
,,,,,,1494.544095,0.411425472
,,,,,,102.9051876,0.010592081
,,,,,,1288.752603,0.084148138
,,,,,,1471.061707,0.102788069
,,,,,,969.0326839,0.146990556
,,,,,,569.2117527,0.05269634
,,,,,,1470.337697,0.713340423
,,,,,,550.2023514,0.15304319
,,,,,,0.029690157,0.008202279
,,,,,,27.72756348,0.015886735
,,,,,,1405.416155,0.055506634
,,,,,,907.9243793,0.040071805
,,,,,,1419.155527,0.046644461
,,,,,,1340.365174,0.612960475
,,,,,,0.108499501,0.007131963
,,,,,,873.7927096,0.071350556
,,,,,,164.3689794,0.130128011
,,,,,,1162.623068,0.063103091
,,,,,,1188.811918,0.069200826
,,,,,,1289.004421,0.066268969
,,,,,,985.4250637,0.020927938
,,,,,,1385.944289,0.031206713
,,,,,,117.4333384,0.014642075
,,,,,,102.9835748,0.059112053
,,,,,,5.357952864,0.037203557
,,,,,,988.8870153,0.107918842
,,,,,,82.46107981,0.206816175
,,,,,,1291.308377,0.069799155
,,,,,,969.1724698,0.100016167
,,,,,,0.214700135,0.028159982
,,,,,,1269.198797,0.385730644
,,,,,,790.7770747,0.066149542
,,,,,,880.4122217,0.080272187
,,,,,,356.2419828,0.019674334
,,,,,,1190.407685,0.020854273
,,,,,,849.6413373,0.349194115
,,,,,,0.648592561,0.083503471
,,,,,,0.692605596,0.06341658
,,,,,,888.65875,0.024761029
,,,,,,26.18787885,0.07499231
,,,,,,1130.142901,0.112571618
,,,,,,0.609877099,0.097127355
,,,,,,1.169895432,0.169085397
,,,,,,1107.781064,0.068137877
,,,,,,785.6505839,0.045083099
,,,,,,1.672121377,0.098359972
,,,,,,1085.740006,0.025718252
,,,,,,0.093219874,0.409526286
,,,,,,236.3723456,0.094836997
,,,,,,0.096189537,0.062373421
,,,,,,1046.449914,0.119042482
,,,,,,657.4413158,0.119557135
,,,,,,651.081304,0.013993836
,,,,,,1021.566997,0.135312374
,,,,,,1051.767204,0.049144512
,,,,,,763.1601409,0.127525005
,,,,,,0.246516324,0.101326417
,,,,,,801.4366088,0.259405224
,,,,,,872.5866032,0.097997764
,,,,,,6.070319371,0.011026047
,,,,,,21.44581205,0.045489152
,,,,,,0.324426308,0.038837104
,,,,,,0.419635963,0.063887513
,,,,,,661.8294614,0.203421507
,,,,,,998.7656147,0.092441639
,,,,,,1052.941219,0.095387085
,,,,,,0.197556282,0.2293266
,,,,,,935.9541183,0.028360122
,,,,,,801.4431261,0.049915257
,,,,,,8.455315129,0.054500089
,,,,,,615.0505806,0.12635006
,,,,,,778.7652462,0.109038699
,,,,,,0.165482352,0.132468101
,,,,,,669.6273455,0.09562886
,,,,,,0.862793858,0.207943703
,,,,,,649.5598485,0.107558622
,,,,,,0.588546003,0.055700968
,,,,,,851.2607245,0.373695067
,,,,,,0.659387975,0.026082029
,,,,,,25.979011,0.348381613
,,,,,,487.2999716,0.017609267
,,,,,,5.972354256,0.060700288
,,,,,,473.314388,0.057068662
,,,,,,526.1930105,0.047301495
,,,,,,31.6530876,0.040148804
,,,,,,0.132509847,0.047938715
,,,,,,872.8521613,0.05948551
,,,,,,494.9351304,0.118179891
,,,,,,540.1344571,0.061940414
,,,,,,0.039857428,0.017359427
,,,,,,736.0562696,0.098567484
,,,,,,0.214416906,0.049686657
,,,,,,0.535249699,0.079132498
,,,,,,479.8143294,0.426113217
,,,,,,0.131304036,0.015050045
,,,,,,760.4836097,0.068326775
,,,,,,8.577329843,0.043944009
,,,,,,440.1890396,0.051458627
,,,,,,697.5295013,0.012887732
,,,,,,0.184762093,0.067053448
,,,,,,0.099471593,0.0503393
,,,,,,682.7596594,0.017441829
,,,,,,0.08440449,0.063668522
,,,,,,744.4698793,0.334526438
,,,,,,1.197597356,0.063903598
,,,,,,381.6258201,0.078721012
,,,,,,9.718157446,0.082575992
,,,,,,339.8573337,0.118610745
,,,,,,418.4350131,0.226375008
,,,,,,0.261634085,0.517253289
,,,,,,643.5157511,0.101499205
,,,,,,0.088486281,0.042744462
,,,,,,447.2007317,0.106392659
,,,,,,435.0246917,0.081304305
,,,,,,0.081384453,0.052511339
,,,,,,415.8269054,0.067307221
